"region","name","name.short","method","sex","age","adult","tstart","tend","days","median.long","median.lat","uere.calibtration","color","speed.est","speed.high","speed.low","tau.position.est","tau.position.high","tau.position.low","tau.velocity.est","tau.velocity.high","tau.velocity.low","area.low","area.est","area.high","x.df","y.df","cell.area","total.cells","forest","floodplain","pasture","crop","dirt","savannah","water","urban","plantation"
"Pantanal","PA_48_TED","TED","GPS","MALE","SUB-ADULT","No",2015-11-16,2016-07-13 03:00:00,240.125,-55.75101883,-19.3119013,TRUE,"#4477AA",7.83137999504626,8.40605587209029,7.25614458389716,0.205565334044744,0.282958577859459,0.149340256374613,0.462955080829893,0.633093985969223,0.338539634898114,1.29753704244743,1.60671898059781,1.94844497634842,93.4507479308644,93.4507479308644,100,15996,0.630845211302826,0.369154788697174,0,0,0,0,0,0,0
"Pantanal","PA_49_WALLY","WALLY","GPS+VHF","MALE","ADULT","Yes",2015-05-12,2016-08-17 14:00:00,463.583333333333,-55.77579463,-19.2793056,TRUE,"#4477AA",15.8713554473403,16.0370041825713,15.7056829420612,0.235411568499391,0.251220029718909,0.220597882443337,0.640484948186175,0.670911215144052,0.611438532541103,10.1524536675302,10.6690582305261,11.1983024050165,1598.90600525666,1598.90600525666,100,109165,0.408345165575047,0.499500755736729,0.0903494709842898,0,0,0,0,0,0
"Pantanal","PA_51_MUCCI","MUCCI","GPS+VHF","MALE","ADULT","Yes",2015-07-02,2016-02-04 23:00:00,217.958333333333,-55.76285198,-19.32796,TRUE,"#4477AA",10.9542178578511,11.2636085578187,10.6447075440039,0.106229988902768,0.115842497180066,0.0974151180869409,0.392205236510368,0.438928526711225,0.350455571203638,1.51646237753798,1.59567041038487,1.6768664182663,1520.41389599445,1520.41389599445,100,15871,0.548736689559574,0.451263310440426,0,0,0,0,0,0,0
"Pantanal","PA_52_WIE","WIE","GPS+VHF","FEMALE","SUB-ADULT","No",2015-11-14,2017-03-22 12:00:00,494.5,-55.74403,-19.30343,TRUE,"#4477AA",17.1257876603066,18.1619247667181,16.0888088175167,0.302719893845582,0.349502638242718,0.262199262902959,0.335578295889266,0.410670944291967,0.274216606354019,9.11912081161392,10.1612555173446,11.2589599822501,346.312922315398,346.312922315398,100,101065,0.631365952604759,0.368634047395241,0,0,0,0,0,0,0
"Pantanal","PA_54_PAULONA","PAULONA","GPS+VHF","FEMALE","ADULT","Yes",2015-11-15,2017-08-25 11:00:00,649.458333333333,-55.83369,-19.282,TRUE,"#4477AA",11.3603956712323,11.5050009519597,11.2157650916615,0.366630774948705,0.389110422747337,0.345449819078145,0.440353043037478,0.461391268158186,0.420274105503629,5.19955783442601,5.46738006068852,5.74183335462695,1561.80178004783,1561.80178004783,100,54381,0.605266545300748,0.394733454699252,0,0,0,0,0,0,0
"Pantanal","PA_58_LIANA","LIANA","GPS+VHF","FEMALE","ADULT","Yes",2016-08-11,2017-08-29 09:00:00,383.375,-55.73743,-19.31623,TRUE,"#4477AA",13.3149123327695,13.7090963300655,12.9205686799513,0.155545511900612,0.166568197921747,0.14525225447771,0.313784755429965,0.347278006580178,0.283521763182865,2.23702050070017,2.3433273400969,2.45206723104551,1824.37720278857,1824.37720278857,100,23380,0.759880239520958,0.240119760479042,0,0,0,0,0,0,0
"Pantanal","PA_59_POPEYE","POPEYE","GPS+VHF","MALE","ADULT","Yes",2016-08-15,2017-04-13 12:00:00,241.5,-55.74403,-19.320715,TRUE,"#4477AA",13.5390201532363,14.0673396428907,13.0104198142319,0.224603427444182,0.24678449173803,0.204416003876065,0.316785134971565,0.361005242836345,0.277981618633848,4.86180031484363,5.21059765804203,5.57130668758895,828.565209836992,828.565209836992,100,51893,0.702888636232247,0.297111363767753,0,0,0,0,0,0,0
"Pantanal","PA_61_DOINHO","DOINHO","GPS","MALE","SUB-ADULT","No",2018-06-25,2018-12-17 01:00:00,175.041666666667,-55.75959,-19.30595,TRUE,"#4477AA",6.70901820177582,6.90321365395831,6.51474582709017,0.529369173054814,0.620194847369844,0.451844646193304,0.562703688308354,0.628296981749092,0.503958239548368,2.90357092121972,3.30223929097112,3.72618051694299,247.444570297935,247.444570297935,100,32847,0.619295521661035,0.380704478338965,0,0,0,0,0,0,0
"Pantanal","PA_62_PRETINHO","PRETINHO","GPS","MALE","SUB-ADULT","No",2018-08-24,2018-10-15 17:00:00,52.7083333333333,-55.81738,-19.30589,TRUE,"#4477AA",7.38603987206946,8.5641498230236,6.20579189568218,0.364916926112493,0.482505964178753,0.275984905575296,0.274564080075427,0.488732808599179,0.154246722833561,1.38547123448244,1.69288447293259,2.03063912490949,105.619686478905,105.619686478905,100,16830,0.943731431966726,0.0562685680332739,0,0,0,0,0,0,0
"Pantanal","PA_64_COLUMBUS","COLUMBUS","GPS","MALE","SUB-ADULT","No",2019-08-15,2019-08-26 20:00:00,11.8333333333333,-55.74894,-19.30714,TRUE,"#4477AA",7.55642679431162,8.82283414643724,6.28765849696491,0.202455700445408,0.391807252392616,0.104613455704408,0.447118732560168,1.08803716678559,0.183739275742597,1.061568290341,1.4959183116865,2.00359505097274,38.572509977609,38.572509977609,100,14887,0.735272385302613,0.264727614697387,0,0,0,0,0,0,0
"Pantanal","PA_65_VALENTINA","VALENTINA","GPS","FEMALE","SUB-ADULT","No",2018-09-01,2018-12-09 02:00:00,99.0833333333333,-55.76778,-19.29463,TRUE,"#4477AA",9.55001677312694,10.0213275195912,9.07839109286218,0.62862203789034,0.765599110196028,0.516152201927487,0.307819948041296,0.36269884568861,0.2612446153013,2.92672118190451,3.47387840673694,4.0672302674581,142.381399032604,142.381399032604,100,34566,0.605247931493375,0.394752068506625,0,0,0,0,0,0,0
"Pantanal","PA_67_CARMINHA","CARMINHA","GPS","FEMALE","SUB-ADULT","No",2018-10-22,2018-12-07 19:00:00,46.7916666666667,-55.75129,-19.32325,TRUE,"#4477AA",8.34571246456119,8.92540381848277,7.76548477136866,0.108540431023586,0.139444142056128,0.0844856226519995,0.470992598815557,0.655340346323307,0.338502015607005,1.09044034342725,1.23363960983808,1.38554500442174,268.347048537579,268.347048537579,100,12267,0.756338142985245,0.243661857014755,0,0,0,0,0,0,0
"Pantanal","PA_68_FAROFO","FAROFO","GPS","MALE","ADULT","Yes",2017-08-23,2018-08-28 19:00:00,370.791666666667,-55.768225,-19.28942,TRUE,"#4477AA",12.114570607574,12.3042350168998,11.9248654073596,0.203433740590656,0.218233794540705,0.189637388186397,0.496877534488923,0.529959342720446,0.465860801721961,4.14998421047241,4.36973750465469,4.59508034563388,1480.83874260074,1480.83874260074,100,44060,0.489763958238765,0.510236041761235,0,0,0,0,0,0,0
"Pantanal","PA_69_ANGELINA","ANGELINA","GPS","FEMALE","ADULT","Yes",2017-08-27,2018-02-17 21:00:00,174.875,-55.80435,-19.28268,TRUE,"#4477AA",10.9948453719515,11.378248309627,10.611259929755,0.387294020310475,0.437401701395984,0.342926553988087,0.354079153434798,0.397406166423731,0.31547584685293,3.60314249535069,3.98932960017669,4.39489371192662,389.926876801361,389.926876801361,100,39693,0.704582672007659,0.293502632706019,0.00191469528632253,0,0,0,0,0,0
"Pantanal","PA_71_SIDNEY","SIDNEY","GPS","FEMALE","ADULT","Yes",2017-10-28,2018-03-11 19:00:00,134.791666666667,-55.76288,-19.327455,TRUE,"#4477AA",10.8607211904524,11.3346382532801,10.3865231271466,0.204336381716996,0.231441722746364,0.180405487816693,0.354920789942278,0.413211818417636,0.304852769254371,2.0706289936561,2.26886918867223,2.47604188270639,481.084791991185,481.084791991185,100,22567,0.576594141888598,0.423405858111402,0,0,0,0,0,0,0
"Pantanal","PA_74_LAURO","LAURO","GPS","MALE","ADULT","Yes",2017-12-14,2018-06-27 21:00:00,195.875,-55.76546,-19.37377,TRUE,"#4477AA",10.7541332698115,11.0659942593513,10.4421485226111,0.310841898340621,0.351125271280296,0.27518009572962,0.411813937445071,0.457978485019534,0.37030280814781,3.2822536970084,3.61229655187717,3.95792351333578,439.01605635988,439.01605635988,100,35924,0.511886204208885,0.135898006903463,0.352215788887652,0,0,0,0,0,0
"Pantanal","PA_82_DONNA","DONNA","GPS","FEMALE","SUB-ADULT","No",2019-08-18,2019-10-19 16:00:00,62.6666666666667,-55.7614,-19.31374,TRUE,"#4477AA",5.82303985173268,6.26149983559176,5.38414268245243,0.192664606296969,0.238215421684023,0.155823876796704,0.402880076605974,0.544384864624066,0.29815736379468,0.847104416797288,0.96651492534086,1.09368415968111,235.904205178402,235.904205178402,100,9622,0.81147370609021,0.18852629390979,0,0,0,0,0,0,0
"Pantanal","PA_86_CUZINHO","CUZINHO","GPS","MALE","SUB-ADULT","No",2018-10-31,2019-10-15 11:00:00,349.458333333333,-55.76612,-19.29419,TRUE,"#4477AA",8.97068600111693,9.15081217822753,8.79051018883067,0.398235521543867,0.434022434920159,0.365399384592848,0.379815197546448,0.407358175659718,0.354134501053327,2.22320884157537,2.39002029540091,2.56278033687637,761.021241662059,761.021241662059,100,23755,0.523847611029257,0.476152388970743,0,0,0,0,0,0,0
"Cerrado","CE_03_LOU","LOU","GPS","MALE","ADULT","Yes",2016-03-10,2017-08-15 11:00:00,523.458333333333,-53.87687129,-21.5814432,TRUE,"#66CCEE",12.3030468854636,12.4542854035216,12.1517828129067,0.22498212863926,0.238442888061742,0.212281266254189,0.502480991351523,0.527390887145683,0.478747647757258,4.2994552947649,4.49689855136529,4.69871208057351,1949.12030567186,1949.12030567186,100,44808,0.452039814318872,0.120491876450634,0,0.143434208177111,0.195478485984646,0.0885556150687377,0,0,0
"Cerrado","CE_04_TITI","TITI","GPS","MALE","ADULT","Yes",2016-03-12,2016-10-06 23:00:00,208.958333333333,-53.88041792,-21.58785887,TRUE,"#66CCEE",15.6088872104418,15.9316512080062,15.2860316347822,0.589687199836537,0.670100528204747,0.518923622672936,0.450609137116969,0.485326146828714,0.418375551739975,10.5687904768046,11.8418766032126,13.1863132602425,314.32141033854,314.32141033854,100,118012,0.272845134393113,0.182718706572213,0,0.121835067620242,0.220647052842084,0.183108497440938,0.0188455411314104,0,0
"Cerrado","CE_08_COLOMBINA","COLOMBINA","VHF","FEMALE","ADULT","Yes",2016-04-05,2018-09-19 20:27:00,897.852083333333,-53.87614332,-21.57515668,TRUE,"#66CCEE",11.5893550954827,13.7441160100888,9.4303882778566,NA,NA,NA,NA,NA,NA,2.90746218282131,3.40702584935736,3.94561150048789,165.320554769709,165.320554769709,100,33955,0.491444558975114,0.177264025916654,0,0.101281107347961,0.19216610219408,0.0378442055661905,0,0,0
"Cerrado","CE_09_PANA","PANA","VHF","FEMALE","ADULT","Yes",2016-04-06,2018-11-17 09:58:00,955.415277777778,-53.87903884,-21.60442791,TRUE,"#66CCEE",NA,NA,NA,0.45679250651418,0.612699307432676,0.340557580980185,NA,NA,NA,4.22256658219638,5.00471165640987,5.85233157881839,144.723254468801,144.723254468801,100,49907,0.91231690945158,0.00969803835133348,0,0,0.000240447231851243,0.0567054721782515,0,0.0210391327869838,0
"Cerrado","CE_10_ELIS","ELIS","VHF","FEMALE","SUB-ADULT","No",2016-04-12,2017-02-12 15:30:00,306.645833333333,-53.94634456,-21.59157794,TRUE,"#66CCEE",NA,NA,NA,2.34018827242672,5.92946180028488,0.923605098550503,NA,NA,NA,16.9653979130368,28.3553320185633,42.6229011570219,18.5923242339186,18.5923242339186,100,282724,0.138810288479224,0.0305845984069269,0,0.41232085001627,0.129868705875695,0.288005263083431,0.00041029413845305,0,0
"Cerrado","CE_11_ZACA","ZACA","GPS","FEMALE","ADULT","Yes",2016-07-26,2016-12-03 04:00:00,130.166666666667,-53.87263019,-21.563812445,TRUE,"#66CCEE",7.47651615001796,7.7318577537787,7.221055466399,0.483098981419608,0.562266596685766,0.415078233749486,0.345483232116516,0.388318817393982,0.307372855311762,2.66282787675417,3.03337967475009,3.42771917284858,241.487641290935,241.487641290935,100,30230,0.229374793251737,0.488223618921601,0,0.0245782335428382,0.00830301025471386,0.187661263645385,0.0618590803837248,0,0
"Cerrado","CE_13_SULI","SULI","GPS","FEMALE","ADULT","Yes",2016-07-28,2016-11-02 09:00:00,97.375,-53.708329065,-21.63544451,TRUE,"#66CCEE",9.61691351229577,10.0159333316164,9.21766845341605,0.171212858014197,0.207260921532111,0.141434490075101,0.468163698102196,0.562074195330274,0.389943623175825,2.05841625322235,2.34401481348053,2.64789679173881,242.786340641556,242.786340641556,100,23356,0.613546840212365,0,0,0,0.00685048809727693,0.379602671690358,0,0,0
"Cerrado","CE_15_KURUKA","KURUKA","GPS","MALE","ADULT","Yes",2016-10-12,2016-12-26 03:00:00,75.125,-53.70908036,-21.632302005,TRUE,"#66CCEE",14.5527373008225,15.2530899428231,13.8519279411981,0.241489891616283,0.284760945121255,0.20479412205916,0.359391966475255,0.426488620416575,0.302851188481396,5.34388247954677,6.08318982663029,6.86969810635747,244.063452120092,244.063452120092,100,60601,0.432138083529975,0.00425735548918335,0,0,0.00929027573802413,0.554314285242818,0,0,0
"Cerrado","CE_17_ARNO","ARNO","GPS","MALE","ADULT","Yes",2016-10-19,2017-06-27 21:00:00,251.875,-53.7059222,-21.62158422,TRUE,"#66CCEE",15.2238484486095,15.7297819628418,14.7176852482852,0.218291640497653,0.236390966430562,0.201578093404655,0.277741509251361,0.308704684906457,0.249883949719126,3.59547380690065,3.82778727168015,4.06727042422473,1011.26917396301,1011.26917396301,100,38160,0.389281970649895,0,0,0,0,0.610718029350105,0,0,0
"Cerrado","CE_21_ZEMARIA","ZEMARIA","GPS","MALE","SUB-ADULT","No",2017-02-11,2018-04-04 03:00:00,417.125,-53.733736,-21.536079,TRUE,"#66CCEE",15.5758216164994,15.789620806258,15.3619820979212,1.18539633005181,1.33806952709489,1.05014308363414,0.506171382245555,0.530493535921755,0.482964354615934,22.1673917660445,24.8172481825616,27.614546386447,318.775597789277,318.775597789277,100,246933,0.293990677633204,0.135708876496864,0,0.0226620176323132,0.146566072578392,0.294521185908728,0.0138094138895976,0,0.0927417558609015
"Cerrado","CE_22_ZEFA","ZEFA","GPS","FEMALE","ADULT-OLD","Yes",2017-02-12,2017-05-10 01:00:00,87.0416666666667,-53.72046543,-21.647726915,TRUE,"#66CCEE",13.2629425028256,13.7832654809255,12.7423414726542,0.511067635847585,0.61877553672629,0.422108039035769,0.351420730587035,0.40306032197041,0.306397139968027,6.88487308741648,8.12745865313789,9.47160799379626,151.516321756686,151.516321756686,100,80975,0.490077184316147,0.0523371410929299,0,0,0,0.454918184624884,0.0026674899660389,0,0
"Cerrado","CE_23_CARABI","CARABI","GPS","FEMALE","ADULT","Yes",2017-02-23,2018-07-22 02:00:00,514.083333333333,-53.527507,-21.6872575,TRUE,"#66CCEE",11.0129088574551,11.1798202479671,10.8459627123955,0.544913975397655,0.588388998491593,0.504651244916025,0.398965267055151,0.420559199980549,0.378480091087651,6.22718930001523,6.6655128235078,7.11853246287323,859.102029332206,859.102029332206,100,66401,0.55953976596738,0.0169876959684342,0,0,0.16980165961356,0.253670878450626,0,0,0
"Cerrado","CE_25_SEGRE","SEGRE","GPS","FEMALE","ADULT","Yes",2017-04-22,2018-08-09 01:00:00,474.041666666667,-53.7215215,-21.6383725,TRUE,"#66CCEE",14.0833096862471,14.2688994777586,13.897686282468,0.2366963301596,0.251610263323481,0.222666404664876,0.45156293626759,0.475530007173317,0.42880382380641,5.27119173163348,5.53174028987839,5.79848560117763,1690.94401753541,1690.94401753541,100,55779,0.374782624285125,0.0418974883020492,0,0,0,0.583319887412826,0,0,0
"Cerrado","CE_27_DONALINA","DONALINA","GPS","FEMALE","ADULT","Yes",2017-04-29,2017-06-10 13:00:00,42.5416666666667,-53.741865555,-21.58107462,TRUE,"#66CCEE",4.86775998858248,5.71608123459056,4.01782668831762,2.10910945789352,4.31734993919895,1.03034101196839,0.170987085688609,0.297197894932719,0.0983741270405107,1.70232346498599,3.00122089230838,4.6623259373287,15.622144740723,15.622144740723,100,30556,0.370827333420605,0.471625867260113,0,0,0,0.0633263516167038,0.0942204477025789,0,0
"Cerrado","CE_28_ZIGGY","ZIGGY","GPS","FEMALE","ADULT","Yes",2017-05-02,2018-06-22 18:00:00,416.75,-53.7098485,-21.6403925,TRUE,"#66CCEE",11.5694164629778,11.797765692798,11.341005376393,0.196694115089188,0.209035305750125,0.185081533341387,0.348614551420293,0.3729795330031,0.325841218373133,2.50299530601177,2.62329872780278,2.74638621927412,1784.84397167049,1784.84397167049,100,26131,0.764188129042134,0.0050514714323983,0,0,0,0.230760399525468,0,0,0
"Cerrado","CE_31_ANNA","ANNA","GPS","FEMALE","ADULT","Yes",2017-06-24,2018-09-30 20:00:00,463.833333333333,-53.569747,-21.67587,TRUE,"#66CCEE",10.1530631035936,10.3101967331898,9.99589606557018,0.249409224975888,0.265316843310651,0.234455380694542,0.413176074546089,0.437342597465115,0.390344936822516,3.37934049306725,3.55139466019355,3.72766075223674,1597.16163174191,1597.16163174191,100,35369,0.394978653623229,0.0455766349062739,0,0,0,0.235856258305296,0,0,0.323588453165201
"Cerrado","CE_34_DONACIDA","DONACIDA","GPS","FEMALE","ADULT","Yes",2017-09-15,2018-10-10 13:00:00,390.541666666667,-53.507215,-21.69442,TRUE,"#66CCEE",15.2176608155689,15.3932661528376,15.0420276215217,0.729432313535562,0.805538197363746,0.660516784643028,0.561986653367087,0.587568496111918,0.537518605324578,27.1256952082544,29.6756362561376,32.3384852816732,497.808998300138,497.808998300138,100,295581,0.531451615631587,0.0145002554291379,0,0,0.0344710925262449,0.419577036413031,0,0,0
